"Account_Length";"Phone_Number";"Inter_Plan";"Total_Day_Min";"Total_Day_calls";"Total_Evening_Min";"Total_Evening_Calls";"Total_Night_Minutes";"Total_Night_Calls";"Total_Int_Min";"Total_Int_Calls";"No_of_Calls_Customer_Service";"Churn";"N_of_Vmail_Mesgs_VMail_Plan";"Total_Charge"
101.0;"413-1061";"no";144.1;144.0;167.6;105.0;240.0;107.0;14.5;3.0;1.0;"FALSE";25.0;53.47
172.0;"343-5347";"no";172.5;85.0;253.1;71.0;221.6;113.0;5.9;6.0;0.0;"FALSE";-1.0;62.400000000000006
80.0;"376-4861";"no";199.8;138.0;167.1;91.0;271.8;94.0;5.5;4.0;1.0;"FALSE";-1.0;61.89
67.0;"417-2265";"no";109.1;134.0;142.3;76.0;91.2;86.0;10.9;5.0;2.0;"FALSE";-1.0;37.69
86.0;"419-7415";"no";171.8;106.0;301.7;44.0;139.4;108.0;9.7;5.0;1.0;"FALSE";-1.0;63.739999999999995
107.0;"407-2259";"no";222.3;101.0;286.0;111.0;249.4;117.0;12.1;4.0;1.0;"TRUE";-1.0;76.58999999999999
133.0;"333-2906";"no";245.8;102.0;264.7;90.0;111.7;103.0;11.2;7.0;0.0;"FALSE";-1.0;72.33999999999999
116.0;"360-7477";"no";164.6;110.0;270.6;103.0;230.4;109.0;8.0;3.0;0.0;"FALSE";-1.0;63.51
63.0;"342-5243";"no";211.7;107.0;271.7;77.0;203.3;108.0;7.4;7.0;0.0;"FALSE";-1.0;70.23
119.0;"417-3999";"yes";147.2;103.0;160.1;96.0;184.0;120.0;7.7;2.0;0.0;"TRUE";16.0;48.989999999999995
133.0;"379-1720";"yes";254.7;103.0;252.2;80.0;178.1;103.0;8.0;3.0;0.0;"TRUE";-1.0;74.91
94.0;"368-3117";"yes";170.1;113.0;271.8;94.0;110.7;78.0;8.7;4.0;1.0;"FALSE";-1.0;59.35000000000001
69.0;"352-5000";"no";195.1;91.0;261.5;57.0;203.8;90.0;11.4;5.0;0.0;"FALSE";-1.0;67.65
146.0;"405-7676";"no";149.3;83.0;187.1;130.0;149.8;100.0;7.9;4.0;7.0;"TRUE";-1.0;50.150000000000006
119.0;"361-2349";"no";81.9;75.0;253.8;114.0;213.1;125.0;8.9;1.0;2.0;"TRUE";-1.0;47.480000000000004
142.0;"383-2901";"yes";191.1;109.0;149.6;120.0;227.8;60.0;9.8;3.0;0.0;"FALSE";25.0;58.11
123.0;"369-7049";"no";206.9;115.0;224.4;86.0;197.4;60.0;8.3;2.0;3.0;"FALSE";-1.0;65.36
101.0;"387-5533";"no";239.0;156.0;273.0;106.0;278.2;93.0;13.5;8.0;1.0;"TRUE";-1.0;80.01
43.0;"362-3660";"no";179.3;97.0;252.7;126.0;227.5;114.0;8.0;5.0;0.0;"FALSE";-1.0;64.36
69.0;"357-3577";"no";185.3;91.0;219.1;88.0;243.6;107.0;5.5;5.0;0.0;"FALSE";-1.0;62.57000000000001
15.0;"394-3312";"yes";141.4;80.0;123.9;76.0;323.5;88.0;8.1;3.0;2.0;"FALSE";-1.0;51.32
107.0;"395-8330";"no";248.6;91.0;119.3;115.0;194.3;83.0;12.0;1.0;1.0;"FALSE";25.0;64.38
67.0;"373-8895";"no";152.5;131.0;252.4;107.0;185.4;104.0;4.9;3.0;2.0;"FALSE";-1.0;57.03999999999999
99.0;"386-4581";"no";145.6;102.0;230.9;87.0;181.5;86.0;11.4;7.0;1.0;"FALSE";-1.0;55.629999999999995
46.0;"354-8191";"no";164.2;116.0;196.2;153.0;236.1;119.0;8.1;1.0;1.0;"FALSE";-1.0;57.4
55.0;"359-7562";"yes";221.0;115.0;165.4;97.0;235.4;117.0;9.7;4.0;1.0;"FALSE";-1.0;64.84
39.0;"359-4336";"no";295.4;126.0;232.1;117.0;204.4;123.0;11.5;2.0;1.0;"TRUE";-1.0;82.26
92.0;"336-9901";"no";139.8;98.0;174.9;143.0;201.6;135.0;9.4;7.0;2.0;"FALSE";-1.0;50.25
56.0;"406-3069";"no";162.3;99.0;149.1;78.0;255.5;115.0;14.8;1.0;4.0;"TRUE";-1.0;55.76
76.0;"334-6519";"no";272.7;97.0;236.4;95.0;235.5;105.0;7.7;2.0;0.0;"TRUE";-1.0;79.13
132.0;"361-8113";"yes";200.3;75.0;226.6;67.0;198.8;91.0;12.9;3.0;2.0;"FALSE";33.0;65.74
140.0;"347-9769";"no";157.1;77.0;172.4;97.0;184.5;94.0;11.1;9.0;1.0;"FALSE";28.0;52.66
51.0;"352-9130";"yes";135.8;60.0;200.6;134.0;192.4;98.0;12.3;7.0;2.0;"FALSE";12.0;52.120000000000005
27.0;"378-4557";"no";236.7;110.0;231.9;92.0;164.7;85.0;12.7;6.0;1.0;"FALSE";-1.0;70.79
224.0;"360-8919";"no";111.4;133.0;175.0;66.0;217.2;106.0;5.5;6.0;3.0;"FALSE";-1.0;45.08
105.0;"405-4109";"yes";156.1;89.0;107.1;114.0;167.7;95.0;14.7;3.0;0.0;"TRUE";28.0;47.16
117.0;"381-2498";"no";191.1;93.0;282.8;56.0;84.8;118.0;12.0;4.0;2.0;"FALSE";-1.0;63.59
91.0;"357-5696";"no";153.0;123.0;141.1;127.0;171.5;76.0;10.3;15.0;1.0;"TRUE";-1.0;48.5
135.0;"412-2947";"no";218.8;123.0;242.8;64.0;85.8;80.0;10.3;3.0;4.0;"FALSE";-1.0;64.48
146.0;"363-3571";"no";205.4;101.0;134.9;77.0;310.5;83.0;10.3;2.0;3.0;"FALSE";-1.0;63.14
147.0;"405-5403";"yes";225.2;111.0;184.9;98.0;143.2;146.0;9.9;1.0;0.0;"TRUE";-1.0;63.11
68.0;"330-9354";"no";249.9;127.0;254.5;118.0;273.2;98.0;8.9;6.0;2.0;"TRUE";-1.0;78.80000000000001
68.0;"396-7091";"no";131.6;89.0;137.0;109.0;256.3;107.0;10.2;5.0;3.0;"FALSE";-1.0;48.300000000000004
86.0;"398-3004";"no";197.9;99.0;165.6;100.0;208.0;120.0;10.1;9.0;0.0;"FALSE";21.0;59.809999999999995
131.0;"400-4020";"no";166.5;129.0;210.2;107.0;257.2;93.0;9.9;5.0;1.0;"FALSE";-1.0;60.42
86.0;"356-3448";"no";225.4;79.0;187.1;112.0;281.1;112.0;12.9;3.0;1.0;"FALSE";29.0;70.35
159.0;"335-2019";"no";275.8;103.0;189.5;108.0;223.9;93.0;7.4;5.0;2.0;"TRUE";-1.0;75.08
134.0;"332-6633";"no";142.9;105.0;88.6;61.0;290.0;96.0;10.8;6.0;1.0;"FALSE";40.0;47.790000000000006
113.0;"359-7648";"no";207.2;113.0;256.0;80.0;211.0;87.0;9.9;1.0;1.0;"FALSE";-1.0;69.14
132.0;"412-9190";"no";206.2;100.0;211.2;118.0;196.2;122.0;10.2;6.0;1.0;"FALSE";-1.0;64.58
85.0;"368-9007";"no";210.3;66.0;195.8;76.0;221.6;82.0;11.2;7.0;1.0;"FALSE";-1.0;65.38000000000001
93.0;"384-5632";"yes";225.7;117.0;119.6;122.0;193.2;125.0;14.0;7.0;1.0;"TRUE";38.0;61.01
174.0;"352-6068";"no";167.8;91.0;205.3;91.0;130.0;132.0;14.5;4.0;4.0;"TRUE";33.0;55.75000000000001
61.0;"343-9645";"no";197.7;118.0;152.2;96.0;221.0;93.0;7.0;3.0;2.0;"FALSE";-1.0;58.39
91.0;"384-7873";"no";169.8;105.0;65.2;116.0;144.4;92.0;10.9;4.0;1.0;"FALSE";39.0;43.85
88.0;"396-2187";"no";190.6;104.0;237.3;105.0;211.6;116.0;9.8;1.0;2.0;"FALSE";28.0;64.74
88.0;"383-5109";"no";80.3;140.0;153.3;101.0;309.2;123.0;12.8;3.0;2.0;"FALSE";45.0;44.05
195.0;"377-7843";"no";231.7;110.0;225.1;88.0;201.7;89.0;12.1;2.0;0.0;"FALSE";36.0;70.87
182.0;"382-7999";"no";69.1;114.0;230.3;109.0;256.7;96.0;6.5;4.0;0.0;"FALSE";-1.0;44.64
118.0;"328-1222";"no";188.8;60.0;217.4;64.0;220.1;100.0;8.2;7.0;4.0;"FALSE";-1.0;62.69
103.0;"371-1727";"no";150.6;125.0;169.1;126.0;221.2;104.0;10.4;8.0;8.0;"TRUE";-1.0;52.730000000000004
65.0;"369-8871";"no";192.0;89.0;139.5;88.0;187.4;102.0;5.5;4.0;2.0;"FALSE";-1.0;54.42
61.0;"335-9726";"no";163.7;78.0;113.2;112.0;134.1;118.0;9.9;3.0;3.0;"FALSE";25.0;46.15
172.0;"357-3709";"no";211.7;100.0;198.7;101.0;301.7;136.0;6.5;9.0;1.0;"FALSE";-1.0;68.22
72.0;"422-9964";"no";175.5;103.0;132.3;120.0;242.9;96.0;11.8;3.0;1.0;"FALSE";-1.0;55.21
113.0;"366-9211";"no";150.1;120.0;200.1;85.0;266.7;105.0;11.0;3.0;2.0;"FALSE";-1.0;57.5
177.0;"384-9033";"no";189.5;99.0;176.3;117.0;225.9;112.0;14.2;2.0;1.0;"FALSE";-1.0;61.21
100.0;"382-4932";"no";70.8;94.0;215.6;102.0;230.8;125.0;9.5;1.0;6.0;"TRUE";-1.0;43.33
67.0;"404-7518";"no";215.5;102.0;190.7;95.0;214.5;106.0;8.6;6.0;1.0;"FALSE";-1.0;64.82000000000001
136.0;"353-1954";"no";101.7;105.0;202.8;99.0;136.2;119.0;9.4;6.0;3.0;"FALSE";-1.0;43.2
71.0;"391-7166";"no";258.4;132.0;126.8;119.0;182.4;87.0;9.7;8.0;4.0;"FALSE";-1.0;65.53999999999999
134.0;"370-9000";"no";242.4;126.0;152.9;115.0;318.3;115.0;11.8;6.0;1.0;"FALSE";-1.0;71.72
124.0;"332-3642";"no";131.8;82.0;284.3;119.0;305.5;101.0;11.3;2.0;1.0;"FALSE";-1.0;63.379999999999995
84.0;"412-3898";"no";190.2;102.0;197.7;141.0;247.5;102.0;9.8;6.0;2.0;"FALSE";-1.0;62.919999999999995
39.0;"366-5640";"no";154.1;104.0;204.2;112.0;196.2;92.0;9.8;4.0;2.0;"FALSE";-1.0;55.04
110.0;"356-2302";"no";188.0;127.0;90.5;118.0;150.3;64.0;15.3;3.0;3.0;"FALSE";-1.0;50.54
102.0;"345-9018";"no";103.1;70.0;275.0;129.0;141.1;92.0;11.2;5.0;1.0;"FALSE";-1.0;50.28
70.0;"365-6205";"no";175.4;130.0;159.5;130.0;260.6;96.0;11.6;4.0;0.0;"FALSE";-1.0;58.24000000000001
142.0;"337-1151";"no";145.4;93.0;209.1;98.0;214.0;96.0;10.9;1.0;1.0;"FALSE";-1.0;55.059999999999995
81.0;"374-4664";"yes";250.6;85.0;187.9;50.0;120.3;131.0;7.8;5.0;1.0;"FALSE";-1.0;66.09
17.0;"396-9656";"no";161.5;123.0;214.2;81.0;315.0;106.0;8.6;5.0;1.0;"FALSE";-1.0;62.17
119.0;"377-5043";"no";260.1;101.0;256.5;68.0;229.1;89.0;10.0;2.0;1.0;"TRUE";-1.0;79.03
105.0;"401-7359";"no";281.3;124.0;301.5;96.0;202.8;109.0;8.7;3.0;0.0;"TRUE";-1.0;84.92999999999999
108.0;"375-2184";"yes";130.1;90.0;167.0;128.0;244.7;80.0;13.6;5.0;3.0;"TRUE";42.0;51.0
90.0;"367-6005";"no";102.0;118.0;113.3;134.0;188.6;105.0;11.4;3.0;2.0;"FALSE";-1.0;38.54
100.0;"364-2166";"no";218.7;104.0;155.0;144.0;99.0;117.0;12.1;4.0;1.0;"FALSE";33.0;58.09
155.0;"414-4741";"no";128.5;86.0;188.4;91.0;254.4;85.0;6.8;6.0;1.0;"FALSE";30.0;51.150000000000006
113.0;"403-9719";"no";128.7;100.0;227.1;67.0;178.1;135.0;9.2;4.0;2.0;"TRUE";-1.0;51.669999999999995
123.0;"371-8452";"no";172.2;92.0;162.6;76.0;250.3;101.0;8.7;4.0;1.0;"FALSE";-1.0;56.7
145.0;"392-6239";"no";199.2;124.0;126.0;86.0;289.2;135.0;7.6;3.0;1.0;"FALSE";-1.0;59.629999999999995
42.0;"410-5250";"no";184.5;98.0;200.5;93.0;279.2;91.0;8.8;3.0;2.0;"FALSE";-1.0;63.35
125.0;"336-1574";"no";168.6;99.0;175.6;107.0;243.3;92.0;10.9;7.0;0.0;"FALSE";-1.0;57.480000000000004
131.0;"406-8324";"no";174.0;118.0;205.3;81.0;218.2;90.0;6.7;3.0;1.0;"FALSE";30.0;58.660000000000004
107.0;"411-7110";"no";230.4;65.0;257.4;80.0;107.3;88.0;8.5;3.0;1.0;"FALSE";-1.0;68.17999999999999
48.0;"341-9907";"no";198.2;73.0;202.8;115.0;146.4;73.0;5.1;5.0;1.0;"FALSE";-1.0;58.89999999999999
76.0;"400-8952";"no";186.1;96.0;211.6;100.0;230.6;100.0;8.0;4.0;0.0;"FALSE";-1.0;62.169999999999995
128.0;"333-9266";"no";148.5;105.0;243.0;106.0;255.2;114.0;6.8;2.0;1.0;"FALSE";-1.0;59.230000000000004
73.0;"419-4894";"no";157.1;109.0;268.8;83.0;181.5;91.0;10.0;8.0;0.0;"FALSE";-1.0;60.43000000000001
52.0;"364-9904";"no";155.0;110.0;133.4;104.0;176.1;84.0;7.0;4.0;4.0;"TRUE";-1.0;47.5
126.0;"394-3048";"yes";129.3;123.0;176.5;114.0;154.5;102.0;9.6;7.0;1.0;"FALSE";26.0;46.52000000000001
124.0;"352-6265";"no";188.5;77.0;182.0;123.0;218.2;127.0;6.1;6.0;1.0;"FALSE";-1.0;58.989999999999995
137.0;"357-3187";"no";208.8;120.0;225.3;100.0;221.6;130.0;11.1;5.0;0.0;"FALSE";-1.0;67.62
71.0;"373-8483";"no";238.0;82.0;278.5;94.0;193.1;134.0;11.8;10.0;0.0;"TRUE";-1.0;76.00999999999999
139.0;"375-9930";"no";211.1;103.0;206.9;108.0;193.9;70.0;5.6;4.0;0.0;"FALSE";-1.0;63.72
107.0;"352-6282";"no";198.9;87.0;207.0;90.0;159.8;76.0;12.6;4.0;3.0;"FALSE";30.0;62.0
147.0;"396-2945";"no";212.8;79.0;204.1;91.0;156.2;113.0;10.2;2.0;1.0;"FALSE";-1.0;63.31
116.0;"412-3527";"no";137.4;126.0;120.0;94.0;130.3;64.0;12.4;2.0;3.0;"FALSE";-1.0;42.77
60.0;"328-4231";"no";191.8;75.0;267.8;135.0;200.5;62.0;12.8;3.0;2.0;"FALSE";31.0;67.85000000000001
38.0;"413-9055";"no";149.0;92.0;49.2;78.0;163.3;93.0;13.9;11.0;0.0;"FALSE";-1.0;40.61
63.0;"363-8755";"no";117.1;118.0;249.6;90.0;162.2;84.0;11.1;4.0;3.0;"FALSE";-1.0;51.42999999999999
94.0;"388-8891";"no";108.0;79.0;241.9;152.0;252.1;92.0;10.4;3.0;3.0;"FALSE";-1.0;53.07000000000001
131.0;"360-1776";"no";112.8;133.0;199.4;116.0;142.7;105.0;10.1;5.0;0.0;"FALSE";-1.0;45.279999999999994
158.0;"411-3578";"no";175.9;105.0;188.3;88.0;188.3;98.0;11.0;6.0;1.0;"FALSE";-1.0;57.349999999999994
139.0;"399-7268";"no";236.6;109.0;169.9;107.0;212.3;118.0;11.1;2.0;1.0;"TRUE";-1.0;67.21
77.0;"350-1532";"no";169.4;102.0;184.9;144.0;234.3;89.0;2.0;7.0;1.0;"FALSE";-1.0;55.6
140.0;"359-2197";"no";129.6;79.0;246.2;99.0;172.1;124.0;9.4;10.0;3.0;"FALSE";-1.0;53.24
72.0;"407-9290";"no";177.1;97.0;184.7;105.0;174.1;94.0;8.0;6.0;1.0;"FALSE";-1.0;55.8
52.0;"358-6672";"no";133.3;63.0;184.1;123.0;272.9;107.0;13.5;2.0;1.0;"FALSE";20.0;54.24
103.0;"393-4621";"no";167.8;121.0;212.9;123.0;208.2;73.0;13.0;3.0;5.0;"FALSE";-1.0;59.51
74.0;"336-7357";"no";174.6;107.0;310.6;115.0;234.7;92.0;9.0;4.0;1.0;"FALSE";32.0;69.07
124.0;"351-1466";"no";150.3;101.0;255.9;112.0;136.7;62.0;12.5;4.0;2.0;"FALSE";-1.0;56.83
85.0;"394-6668";"no";283.2;110.0;239.7;108.0;149.5;80.0;6.3;1.0;5.0;"FALSE";21.0;76.94000000000001
113.0;"403-2673";"no";157.8;83.0;161.5;56.0;271.5;100.0;8.7;2.0;5.0;"TRUE";20.0;55.13
71.0;"355-1735";"no";141.2;132.0;149.1;90.0;171.4;72.0;7.0;2.0;2.0;"FALSE";-1.0;46.27
177.0;"416-7679";"no";230.2;106.0;196.1;78.0;215.4;108.0;10.4;2.0;1.0;"FALSE";27.0;68.30000000000001
49.0;"340-4972";"yes";237.8;92.0;208.9;119.0;167.8;86.0;15.6;6.0;2.0;"TRUE";-1.0;69.95
106.0;"417-4826";"yes";204.0;84.0;168.5;61.0;164.0;102.0;13.3;3.0;3.0;"TRUE";-1.0;59.970000000000006
60.0;"408-6676";"no";221.1;106.0;178.6;48.0;202.7;90.0;7.4;3.0;1.0;"FALSE";-1.0;63.89
43.0;"417-6683";"no";177.2;93.0;142.6;60.0;314.1;144.0;12.7;2.0;4.0;"FALSE";-1.0;59.800000000000004
66.0;"331-6270";"no";118.0;133.0;248.1;99.0;214.4;122.0;5.3;5.0;1.0;"FALSE";-1.0;52.23
125.0;"404-9754";"no";163.8;73.0;255.6;85.0;192.9;95.0;15.7;4.0;0.0;"FALSE";-1.0;62.5
114.0;"364-9425";"no";141.3;96.0;230.4;88.0;223.7;85.0;9.4;3.0;3.0;"FALSE";4.0;56.209999999999994
112.0;"339-6477";"no";272.5;119.0;226.1;94.0;159.1;94.0;16.4;5.0;3.0;"TRUE";-1.0;77.13999999999999
101.0;"362-2787";"no";118.9;112.0;228.3;97.0;180.1;111.0;8.2;5.0;2.0;"FALSE";16.0;49.93000000000001
70.0;"405-9233";"no";7.9;100.0;136.4;83.0;156.6;89.0;12.1;1.0;0.0;"FALSE";-1.0;23.25
59.0;"416-1845";"no";159.5;96.0;167.2;123.0;138.6;106.0;10.2;4.0;0.0;"FALSE";-1.0;50.32
59.0;"385-9657";"no";150.2;70.0;185.7;98.0;212.5;128.0;12.1;2.0;1.0;"FALSE";-1.0;54.14000000000001
124.0;"420-5652";"no";144.5;35.0;262.3;101.0;226.5;82.0;12.0;7.0;2.0;"FALSE";30.0;60.300000000000004
99.0;"415-1141";"no";140.7;88.0;210.9;98.0;229.9;125.0;12.4;4.0;2.0;"FALSE";-1.0;55.550000000000004
150.0;"334-5634";"no";169.2;123.0;216.8;83.0;179.4;107.0;12.6;3.0;1.0;"FALSE";-1.0;58.66
81.0;"403-4200";"no";220.8;77.0;148.5;87.0;183.9;100.0;7.6;3.0;2.0;"FALSE";-1.0;60.489999999999995
86.0;"357-7893";"no";216.3;96.0;266.3;77.0;214.0;110.0;4.5;3.0;0.0;"FALSE";-1.0;70.26
84.0;"369-2899";"no";169.5;96.0;157.6;94.0;98.2;70.0;10.6;7.0;0.0;"FALSE";-1.0;49.5
118.0;"381-1026";"no";256.3;119.0;258.1;91.0;215.5;130.0;11.7;1.0;1.0;"FALSE";35.0;78.37
89.0;"388-8722";"no";179.7;128.0;299.8;92.0;185.3;120.0;7.6;3.0;1.0;"FALSE";-1.0;66.42
93.0;"418-3135";"no";266.0;120.0;130.1;84.0;165.8;63.0;13.1;6.0;3.0;"FALSE";-1.0;67.28
85.0;"380-3974";"no";96.7;97.0;193.8;95.0;171.7;88.0;9.7;3.0;2.0;"FALSE";-1.0;43.25999999999999
160.0;"338-7232";"no";82.7;116.0;194.6;95.0;159.0;54.0;10.9;9.0;0.0;"FALSE";-1.0;40.69
28.0;"334-5223";"no";168.2;87.0;161.7;92.0;192.4;112.0;10.1;3.0;3.0;"FALSE";-1.0;53.72
73.0;"340-8323";"no";286.4;109.0;178.2;67.0;214.2;152.0;10.7;14.0;1.0;"TRUE";-1.0;76.36999999999999
156.0;"337-6851";"no";174.3;95.0;186.6;128.0;258.2;105.0;12.9;5.0;3.0;"FALSE";-1.0;60.58999999999999
33.0;"344-5973";"yes";190.6;100.0;161.7;104.0;189.9;136.0;13.0;6.0;1.0;"FALSE";-1.0;58.2
77.0;"335-2261";"no";175.5;86.0;205.1;78.0;245.2;100.0;17.8;3.0;4.0;"FALSE";-1.0;63.11
119.0;"343-1458";"no";133.4;102.0;204.6;71.0;196.9;103.0;11.1;7.0;1.0;"FALSE";-1.0;51.93
91.0;"415-4875";"no";204.6;96.0;136.0;93.0;210.5;82.0;6.6;2.0;3.0;"FALSE";27.0;57.59
102.0;"381-2726";"no";242.2;88.0;233.2;89.0;188.5;121.0;6.2;6.0;3.0;"FALSE";-1.0;71.14
86.0;"395-3852";"no";253.1;112.0;210.1;94.0;95.0;98.0;11.9;4.0;3.0;"FALSE";33.0;68.36999999999999
82.0;"358-7914";"no";130.0;110.0;185.3;88.0;178.7;105.0;8.3;4.0;0.0;"FALSE";-1.0;48.13
89.0;"332-6958";"no";105.9;151.0;189.6;142.0;170.9;67.0;12.7;7.0;0.0;"FALSE";-1.0;45.24
86.0;"355-1019";"no";194.2;98.0;193.8;95.0;192.0;123.0;9.3;7.0;3.0;"FALSE";-1.0;60.629999999999995
134.0;"382-9447";"no";183.8;111.0;123.5;92.0;160.7;105.0;6.1;2.0;1.0;"FALSE";-1.0;50.629999999999995
92.0;"386-8536";"no";196.5;82.0;190.0;89.0;163.2;99.0;10.8;2.0;2.0;"FALSE";-1.0;59.81999999999999
87.0;"363-3818";"no";184.5;81.0;172.0;103.0;183.4;96.0;13.7;3.0;3.0;"FALSE";-1.0;57.940000000000005
64.0;"360-6416";"no";261.9;113.0;148.1;99.0;145.2;74.0;13.8;4.0;0.0;"FALSE";-1.0;67.36999999999999
80.0;"332-8764";"no";202.4;118.0;260.2;67.0;177.4;112.0;9.2;5.0;3.0;"FALSE";-1.0;66.99
165.0;"398-4814";"no";167.4;113.0;172.7;94.0;192.6;113.0;9.5;4.0;3.0;"FALSE";39.0;54.38
153.0;"410-5963";"no";167.7;104.0;246.8;91.0;203.9;117.0;7.5;11.0;1.0;"FALSE";22.0;60.7
41.0;"399-6642";"no";191.7;109.0;193.0;86.0;149.4;93.0;11.1;4.0;1.0;"FALSE";30.0;58.72
108.0;"390-9986";"no";240.2;78.0;230.3;109.0;217.0;83.0;5.2;1.0;2.0;"FALSE";-1.0;71.57
104.0;"391-1793";"no";189.1;112.0;178.2;97.0;199.3;104.0;11.1;4.0;1.0;"FALSE";26.0;59.269999999999996
115.0;"352-5542";"no";127.7;67.0;182.9;90.0;172.9;92.0;10.6;7.0;1.0;"FALSE";-1.0;47.900000000000006
87.0;"386-8118";"no";205.2;106.0;99.5;122.0;189.5;75.0;13.4;3.0;1.0;"FALSE";-1.0;55.49
159.0;"394-9825";"no";153.6;93.0;216.9;88.0;161.3;91.0;12.6;3.0;2.0;"FALSE";23.0;55.209999999999994
119.0;"382-4952";"no";154.5;129.0;193.6;87.0;180.9;145.0;13.4;3.0;2.0;"FALSE";-1.0;54.49
69.0;"387-2698";"no";153.7;109.0;194.0;105.0;256.1;114.0;14.1;6.0;1.0;"FALSE";-1.0;57.95
87.0;"417-1360";"yes";171.2;138.0;185.8;102.0;227.6;97.0;10.8;3.0;1.0;"FALSE";36.0;58.050000000000004
93.0;"408-4836";"no";328.1;106.0;151.7;89.0;303.5;114.0;8.7;3.0;1.0;"TRUE";-1.0;84.67999999999999
154.0;"374-8329";"yes";145.9;69.0;208.2;141.0;180.9;106.0;14.4;10.0;0.0;"TRUE";-1.0;54.53
57.0;"363-8424";"no";201.2;76.0;280.1;122.0;154.2;110.0;11.8;1.0;1.0;"FALSE";37.0;68.14
130.0;"408-8910";"no";139.1;72.0;246.0;112.0;207.2;121.0;11.4;9.0;5.0;"FALSE";-1.0;56.96
151.0;"399-3840";"no";118.9;128.0;278.3;65.0;194.8;61.0;13.2;10.0;2.0;"FALSE";-1.0;56.2
162.0;"367-8692";"no";217.6;87.0;279.0;71.0;250.7;65.0;10.4;4.0;2.0;"TRUE";-1.0;74.8
60.0;"387-4504";"no";145.0;133.0;209.1;92.0;328.5;112.0;14.6;2.0;1.0;"FALSE";-1.0;61.14
81.0;"328-2647";"no";203.5;89.0;289.6;69.0;212.9;71.0;8.7;3.0;3.0;"FALSE";-1.0;71.15
132.0;"369-7903";"no";240.1;115.0;180.4;91.0;133.4;122.0;8.0;6.0;3.0;"FALSE";-1.0;64.31
86.0;"399-6852";"no";83.8;121.0;240.2;96.0;158.6;108.0;6.7;8.0;1.0;"FALSE";-1.0;43.620000000000005
136.0;"335-4888";"no";269.8;106.0;228.8;101.0;257.5;106.0;10.1;8.0;1.0;"TRUE";-1.0;79.64
121.0;"344-2260";"no";126.3;84.0;209.6;102.0;192.5;129.0;10.6;2.0;1.0;"FALSE";21.0;50.81
105.0;"349-4070";"no";88.1;125.0;175.9;142.0;269.9;85.0;9.7;1.0;2.0;"FALSE";15.0;44.699999999999996
105.0;"394-6505";"no";218.5;61.0;196.7;74.0;151.1;103.0;9.9;4.0;2.0;"FALSE";34.0;63.339999999999996
51.0;"419-3612";"no";236.8;61.0;263.4;97.0;181.1;91.0;11.2;8.0;1.0;"FALSE";26.0;73.82000000000001
64.0;"356-1952";"no";124.1;117.0;192.8;108.0;162.9;84.0;6.4;5.0;3.0;"FALSE";-1.0;46.55
80.0;"416-7866";"yes";184.2;132.0;167.5;109.0;212.8;114.0;10.0;10.0;0.0;"FALSE";30.0;57.83
56.0;"398-1759";"no";222.7;133.0;277.0;89.0;101.8;94.0;13.6;4.0;4.0;"FALSE";-1.0;69.66
120.0;"338-9950";"no";149.2;98.0;193.6;88.0;248.9;119.0;11.1;5.0;1.0;"FALSE";-1.0;56.019999999999996
103.0;"412-7278";"no";206.5;125.0;180.2;113.0;220.6;95.0;12.2;4.0;3.0;"FALSE";-1.0;63.65
164.0;"347-1263";"no";159.7;102.0;168.8;113.0;244.1;127.0;9.6;9.0;3.0;"FALSE";27.0;55.07000000000001
116.0;"386-5684";"no";204.7;118.0;209.4;91.0;212.9;67.0;7.0;2.0;2.0;"FALSE";27.0;64.07
121.0;"334-4354";"no";213.2;79.0;120.7;116.0;244.4;102.0;7.5;4.0;1.0;"FALSE";-1.0;59.53
55.0;"398-5970";"yes";269.6;121.0;171.7;91.0;219.0;98.0;8.2;6.0;1.0;"FALSE";-1.0;72.49000000000001
183.0;"330-3429";"no";116.7;92.0;213.8;112.0;214.3;112.0;9.7;6.0;2.0;"FALSE";-1.0;50.27
104.0;"418-4637";"no";263.4;101.0;235.5;117.0;102.0;146.0;13.0;4.0;0.0;"FALSE";-1.0;72.9
90.0;"393-7322";"no";140.2;97.0;213.9;102.0;120.0;126.0;7.1;2.0;1.0;"FALSE";-1.0;49.33
82.0;"353-5557";"no";197.7;101.0;127.6;83.0;142.1;103.0;13.5;3.0;1.0;"FALSE";-1.0;54.5
101.0;"411-5334";"no";136.2;92.0;220.9;110.0;196.9;116.0;13.3;7.0;3.0;"FALSE";-1.0;54.379999999999995
9.0;"398-8588";"no";88.5;87.0;178.8;108.0;228.7;96.0;11.5;3.0;2.0;"FALSE";16.0;43.65
97.0;"374-7285";"no";215.3;58.0;242.4;91.0;279.8;105.0;12.1;9.0;0.0;"FALSE";-1.0;73.06
94.0;"379-7215";"no";269.2;104.0;193.8;144.0;257.6;61.0;8.9;2.0;3.0;"TRUE";-1.0;76.22
127.0;"357-7875";"no";203.8;118.0;267.1;48.0;225.1;105.0;7.3;5.0;0.0;"FALSE";25.0;69.44999999999999
125.0;"393-9677";"no";268.4;112.0;222.2;108.0;117.6;102.0;10.3;3.0;0.0;"FALSE";34.0;72.59000000000002
140.0;"345-9598";"no";159.1;104.0;269.8;106.0;220.4;116.0;10.3;4.0;1.0;"FALSE";-1.0;62.68000000000001
